iid,spend_online,spend_retail,age,white,college,male,hh_inc
8874,495.925,173.975,41,.7643527,.9710611,1,184.375
7004,182,121.45,19,.9696106,.7360249,1,178.333
5954,14.975,0,49,.8013443,.4297521,0,43.483
8125,0,12,26,.9928132,.4266959,0,104.625
1695,212.95,0,55,.8244597,.5505976,0,175.313
3790,0,64,51,.9573293,.7070563,0,186.544
2047,121,0,34,.7743902,.7075812,0,219.297
9686,148,362,40,.8746898,.2370173,0,81.354
3643,0,128,41,.6895413,.1958698,1,58.991
3196,183.95,0,56,.7836412,.2506143,0,70.375
77,0,85.975,38,.8887451,.9465517,0,110
6585,114.02,0,71,.8734739,.7819355,0,139.556
6202,78.925,0,25,.7282668,.2381371,0,58.966
10281,44,0,45,.9109538,.6399354,0,144.833
10412,0,53,23,.9101424,.3966245,0,95.92
10186,0,49,40,.8832574,.6823679,0,55.466
9024,0,78,53,.9735328,.6262799,1,81.563
8929,34,34,42,.5513419,.2713797,0,101.042
3818,0,19,29,.7085054,.4921803,1,91.429
1692,16.96,0,69,.9799483,.142189,0,59.25
1280,59.925,24.95,40,.688196,.4937695,0,88.828
7665,0,11.98,41,.9785624,.209622,0,50.179
7053,0,30,34,.9516246,.6060606,1,93.147
6852,0,24.975,61,.5456936,.2594433,0,61.25
8329,0,24,41,.9123644,.2932515,0,101.964
159,65,0,21,1,.1774193,0,32.438
1055,0,94,52,.9821306,.4966635,0,108.594
1452,147.9,175.35,29,.8668374,.8193833,0,150.357
7262,0,33.15,40,.7312253,.4989474,0,118.654
6430,132,0,48,.7737154,.5679677,0,100.281
7173,93.9,57.975,53,.6993464,.5402299,0,126.525
1802,49,28.9,27,.8183962,.4813187,0,60.713
5227,0,64,42,.8648374,.4607961,0,54.914
3183,49,223.175,46,.8292843,.9238921,0,125.071
4816,0,19,20,.7482269,.7701613,0,182.059
8788,0,57.975,40,.9440619,.7667804,0,145.536
2228,0,14.975,40,.8230495,.5671741,0,47.25
7912,0,33,48,.9163059,.8256369,0,97.813
1648,34.925,0,44,.921791,.1353033,0,48.908
1707,212,166,52,.9899875,.0861759,0,43.088
10197,61,0,41,.0209235,.2016211,0,58.419
2774,0,44.975,55,.7725964,.726971,0,173.487
4867,0,160,57,.988006,.5560254,0,146.429
8516,142.925,382.95,42,.938342,.6174318,0,104.961
1097,34.95,577.975,68,.8502045,.4814815,1,88.952
5102,34,0,33,.5390655,.6367536,0,119.839
8455,0,14.975,40,.8887508,.4939219,0,54.349
2693,69.875,14.975,27,.6524902,.6754075,1,145.865
2799,0,92,40,.7692308,.4374482,0,48.939
984,0,49.95,53,.9865073,.6587983,0,100.733
3039,268,171.95,47,1,.5849057,0,64.286
3402,54,520.95,47,.8502907,.7457887,0,89.804
10312,0,64,26,.9144812,.8393095,0,50.769
6560,0,185.875,44,.8465074,.2811671,0,80.417
7711,0,93,54,.639866,.0994924,0,13.9
678,24.975,0,50,.9495114,.2494481,0,57.222
2192,899,49,41,.8873745,.879638,0,93.672
4879,116,73,40,.9779249,.5172194,0,125.833
1558,44.9,0,41,.870751,.0799207,0,47.44
4335,41,0,40,.5038846,.6319876,0,68.125
6032,915.95,88,35,.8346348,.2363636,0,53.576
9015,0,24.975,46,.9726937,.8160329,0,96.477
3019,337,117.95,45,.944645,.6956522,0,155.197
2924,0,14.975,21,.9460581,.7549669,0,117.375
1847,0,14,42,.7460503,.6229339,0,135.526
99,34,0,24,.9152348,.0578125,0,42.745
7345,84,0,71,.7774314,.2092391,0,68.667
3823,0,64.85,29,.8027638,.5541667,0,44.744
3675,249.5,61.45,32,.9780424,.5575834,0,133.958
7425,0,96.975,51,.9529412,.7095238,0,126.406
4305,0,48.95,47,.8496888,.7694588,0,167.216
3038,34,0,58,.9923345,.7046263,0,87.188
5242,0,123,39,.7665176,.5807478,0,95.638
4702,0,43.975,50,.7679892,.8035714,0,143.75
6487,83,0,32,.7481645,.4295533,0,68.936
2336,0,217,44,.9009009,.7582205,0,203.523
7314,0,86.975,40,.4233441,.4133739,0,31.632
6781,29,73.95,52,.8683775,.5719603,0,117.847
4887,0,4.975,43,.9912827,.4709677,0,84.663
6254,90,220.575,40,.2817796,.3773946,0,25.517
2467,849.4,64.95,27,.9602386,.6271722,0,52.375
6450,104,53.975,28,.6504583,.6876015,0,29.696
3526,964,464.95,59,.8865799,.5936155,0,153.194
7319,0,53.95,36,.9305741,.7724069,0,126.944
4421,0,28.975,23,.8105113,.3026172,0,101.862
490,173.95,117,47,.9598506,.4358354,0,83.75
6614,0,9,32,.5081846,.42123,0,91.139
3338,0,18,20,.7254546,.7894356,0,128.75
7220,87,0,39,.9489051,.7047387,0,137.379
3128,0,64,49,1,.8224299,0,105.625
1900,406.425,145.975,24,.9199009,.4136069,0,64.118
7211,0,34,51,.9754673,.4992163,0,100.396
1862,503.975,754.885,47,.8256097,.317637,0,142.804
6472,0,78,55,.9644103,.6045589,1,96.944
3853,79.875,0,27,.0714697,.2143579,0,30.179
3144,0,34,40,.9647946,.6494747,0,61.773
2589,0,193,49,1,.6855072,0,96.354
1481,180,0,54,.8418323,.7318501,0,94.375
3117,0,116,39,.9373561,.7433501,0,135
9791,64,0,42,.9773484,.3934502,0,80.958
3952,102,19.975,24,.9485103,.5432166,0,123.182
10193,0,132.95,40,.6874003,.5460251,0,38.438
8659,0,34,33,.790487,.3344316,0,23.6
1213,0,34,51,.9294653,.6324868,0,63.309
5683,0,117,43,.8708897,.846395,0,173.75
7579,0,24,57,.9361888,.6367432,0,89.886
4806,19,0,39,.9361234,.6704918,0,58.142
8692,0,48.975,41,.849076,.7564516,0,196.75
10224,29,0,43,.3600926,.3445219,1,97.258
475,153.9,0,42,.90935,.5578656,0,74.891
7418,14,0,21,.9824471,.7946975,0,87.344
6258,19.95,109.925,39,.9458918,.6409537,0,111.375
7141,39,39,43,.9797078,.6632184,0,144.231
8391,0,120,25,.9655814,.8645161,0,65.99
396,549.25,118.95,43,.7690217,.3753623,0,106.797
3663,88,0,28,.5938628,.3981117,0,59.301
5015,0,49,31,.7393075,.5514019,0,65.625
1619,29,0,65,.9925559,.210893,0,60.769
10589,0,102,41,.9919391,.3548387,0,87.5
3121,49.95,0,29,.6051873,.3444816,0,11.429
6874,53,88,41,.9220779,.7014135,0,56.087
700,87.9,170.9,21,.7572488,.6248085,0,50.313
10183,0,94.925,41,.7360595,.3506429,0,82.182
3457,148,0,64,.8259773,.2534202,0,68.375
82,0,617.975,40,.9015385,.7931035,0,112.556
10579,0,43.975,21,.7169005,.5275275,0,80.23
4139,284,0,35,.8508831,.7130045,0,98.214
4510,63,0,44,.9885008,.2112234,0,74.764
930,0,137.36,29,.448592,.6492395,0,57.58
6087,0,24.975,40,.9504673,.4701912,0,93.906
6168,0,28,55,.8974609,.3797814,0,74.722
4926,68,0,40,.9741067,.7562446,0,188.304
1836,34,39,49,.620985,.6492891,0,102.734
5625,69,0,38,.768943,.3296521,0,65
725,49,0,32,.965888,.245471,0,53.866
3855,88.975,239,41,.7333333,.2878625,1,51.75
1660,113,0,28,.9667864,.1886792,0,76.607
9911,0,7.475,38,.8717414,.5506574,1,116.386
6916,0,14.975,43,.9025641,.6296296,0,92.667
6344,34.5,14,39,.8869681,.8247262,0,75.413
5341,0,1081.9,45,.9410555,.515493,0,114.931
10106,64,0,43,.8589602,.277726,0,74.191
10275,0,9.975,44,.7273296,.5449855,0,86.366
1779,0,398,31,.877652,.7557522,0,143.375
8085,0,221.425,51,.8313458,.7080592,0,100.882
9297,24.975,63,57,1,.4937888,1,79.2
1077,144,0,38,.7554479,.574,0,67.367
3803,0,64.975,22,.9219745,.7814815,0,168.355
8922,83,0,24,1,.5308176,0,49.6
5587,49,0,57,.9167169,.3402418,0,92.188
7539,0,107.975,31,.6489362,.7909408,0,144.219
8981,24,0,24,.8043202,.5711044,0,60.25
5222,192,87,40,.7689992,.7339228,0,75.032
4539,44,1241.975,53,.8274478,.5200932,0,113.625
3252,16.98,0,51,.905223,.6761535,0,146.862
7857,9.975,0,40,.6956522,.0079365,0,56.625
9382,0,146,21,.6921151,.7308378,1,135.234
9695,0,108,36,.8088779,.6810126,0,121.75
300,353.925,164,34,.8560381,.5647059,0,25.234
180,34.975,360.925,70,.7708049,.9392523,0,94.737
5737,0,48,35,.9342771,.698594,0,203.929
421,411.175,0,42,.8664938,.3793103,0,59.655
148,4.975,84.925,31,.957914,.1487985,0,34.559
663,39,0,58,.600907,.233631,0,31.579
3949,48.975,0,43,.8259336,.4627848,0,129.491
4034,875.95,37,25,1,.8201893,0,222.222
5424,0,37,58,.9013453,.6882716,0,61.96
777,99.95,0,36,.8838863,.2426667,0,42.244
6444,363.79,0,34,.6055046,.414978,1,83.25
4303,151.475,0,41,.8783217,.5921325,0,100.125
244,24.975,208.8,40,.8022599,.866485,0,93.516
6211,0,34,55,.8170796,.8302387,0,250.001
10025,744.735,0,41,.9281329,.2623762,0,45.909
8789,0,88,26,.9093718,.8631329,0,179.063
3345,397.75,93,24,.3368771,.3909665,0,76.415
4940,0,681,54,.9218031,.8216292,0,250.001
8669,0,19.95,38,.66875,.5854657,0,52.375
8531,23.975,0,56,.916318,.5707657,0,120.594
7935,0,24.975,44,.951624,.1927593,0,66.029
913,0,64,54,.9745455,.7997076,0,133.438
5063,0,9.975,23,.4378947,.3869969,0,60.699
7037,84.975,0,41,.8345864,.8753057,1,148.977
6658,0,84,66,.8894762,.843662,1,95.238
10284,0,78,42,.8850659,.6887755,0,48.237
3304,188,0,21,.7868654,.2889211,0,61.192
6511,241,528.25,45,.8056939,.3352693,0,102.961
5253,0,18,27,.8613581,.6827794,0,120.25
8633,66.625,0,39,.7383016,.1786942,0,59.047
4743,84,0,24,.9547908,.7504817,0,112.115
10337,238,0,54,.8207604,.2889699,1,73.789
6548,35.025,0,26,.6572398,.3901007,0,109.861
6922,64,181,64,.8640777,.553719,0,62.5
887,794,441.975,51,.7877759,.7773913,0,53.078
5298,24.95,0,43,.9303483,.5091892,0,72.841
9000,0,49.95,50,.8748932,.7126213,0,109.531
7342,0,180,44,.9554622,.1740506,0,26.742
8390,0,93.95,39,.7290382,.3852961,0,76.863
6774,148,0,48,.8472553,.4263158,0,91.813
3254,0,67.95,53,.9047884,.427835,0,85.455
4911,0,24,65,.8422371,.7250483,0,166.979
10009,151,0,47,.797859,.8572938,0,86.103
2688,302.95,29,52,.9508671,.6016949,0,68.75
3632,9,0,58,.0005061,.0474934,0,31.742
6665,0,19,41,.6680896,.7544803,0,128.75
7611,84,0,56,.7640653,.2075758,0,68.317
155,455,44,41,.8142753,.7763578,0,39.225
10304,19.975,0,48,.7041667,.3736177,0,98.734
556,95.37,0,25,.9663191,.4200398,0,94.286
4185,0,14.975,59,.9355532,.8419244,0,119.743
3199,44.925,24.975,36,.9740608,.6295181,0,88.125
8748,0,39,46,.7391165,.3701268,0,62.904
7774,0,38,51,.8513258,.7782152,0,250.001
10556,0,29,42,.9556213,.1829897,1,74.808
5363,29,0,22,.9292373,.2685553,0,75.735
2500,0,49.95,56,.7555399,.3923241,0,109.076
828,77.95,0,25,.4204793,.5013227,0,53.836
2283,84.925,172.925,27,.7814485,.3444445,1,98.75
4189,38,0,40,.8025248,.5547129,1,82.917
4863,0,19,40,.9263158,.7183499,0,119.183
10428,73.975,0,32,.9294385,.4378321,0,103.269
1993,0,345.975,24,.9164286,.848034,0,248.203
10279,29.95,0,40,.7917548,.426557,1,33.088
3542,0,9,43,.5218467,.6104147,0,66.771
6631,24.95,0,21,.9635854,.6528926,0,93.233
6672,0,9.975,51,.8885977,.8547995,0,208.371
1608,0,48,23,.7303754,.946502,0,248.75
4490,34,0,53,.9877836,.4249292,0,88.065
9383,0,127,43,.526253,.3139098,0,66.339
9741,38,0,20,.9626225,.3669421,0,67.596
1099,315.925,0,49,.9953488,.4726952,0,93.333
9008,0,72,41,.9254237,.5581228,0,100.678
2049,0,109.9,41,.9957851,.4223512,0,70.972
6804,48,0,56,.1275026,.0490998,0,15.878
5820,0,74,49,.9031858,.4142373,0,88.958
7590,68,0,23,.9869139,.7872341,0,125.926
2767,0,204.975,44,1,.484472,0,73.616
8422,1745.95,0,42,.9341657,.8859504,0,106.855
3168,152,29,40,.8064126,.65588,0,60.526
7566,0,34,53,.7829716,.8606225,0,94.871
7225,0,64,30,.8684791,.9362699,0,206.912
1792,0,34,29,.5780246,.5803303,0,52.083
7207,53,0,32,.8783069,.8294117,0,80.938
4968,0,14.975,53,.9856209,.7621832,0,143.365
7422,0,275.925,39,.7789186,.9337979,0,69.107
10340,287.875,0,40,.6819142,.620227,0,129.167
6491,0,4.975,49,.9077748,.7464789,0,104.135
7865,53.975,0,43,.9562693,.6275982,0,136.642
804,174.585,310.745,23,.940501,.3068592,0,78.901
7417,0,9,55,1,.5576037,0,126.538
4656,0,14,27,.8687431,.7703583,0,202.5
5185,99.45,59,46,.8831823,.7106599,0,147.813
200,0,34,51,.913936,.5323097,0,124.25
5600,0,24.975,67,.8775956,.7011884,0,111.607
5150,0,57.975,28,.562427,.5083261,0,102.739
197,57,0,34,.3511831,.5755627,0,43.451
3500,49,0,34,.9636752,.1481827,0,32.734
7136,0,193,40,.7478203,.51357,1,52.473
6029,281,0,54,.9074838,.4566285,0,87.188
7610,0,39,46,.9684874,.7449556,1,110.735
1327,84,24.95,55,.8446772,.7951807,0,116.333
6907,0,41.95,40,.677486,.6395876,0,83.177
1189,0,87.975,24,.8273885,.1807229,0,40.494
1527,221.65,0,51,.961211,.4206349,0,79.087
2612,17.955,0,21,.8655044,.5991735,0,118.036
6842,0,159.75,60,.9048648,.6583493,1,122.589
5488,0,82.975,53,.9638783,.6172662,0,125.912
9368,0,48.975,40,.7616771,.5730187,0,55.117
9365,0,14.975,39,.6720554,.3836406,0,49.318
9855,0,14,43,.9838256,.4307944,0,36.797
3101,0,34,53,.8485106,.5378486,0,81.406
6514,39.85,0,40,.4090535,.1496689,0,56.579
7584,0,199.95,41,.8737673,.7088036,0,105.573
8657,0,84,59,.8003442,.3902628,1,79.211
7408,0,94,40,.9557878,.4661017,0,99.679
6432,99,93,43,.8844721,.5764925,0,137.841
8608,44,0,58,.8501629,.7260616,0,155.53
9183,0,182.92,41,.9448468,.466795,0,148.646
2241,0,23,42,.8974692,.7911715,0,69
5513,34.925,0,28,.9090607,.7774879,0,78.333
4599,0,19,24,.9703833,.8174603,0,102.188
8972,0,102,40,.9593023,.6397813,1,64.338
807,0,78,31,.9782197,.7206704,0,159.402
5520,19,0,37,.7043159,.7709563,1,99.688
9766,12,0,43,.98537,.4612403,0,124.55
9197,14,0,49,.5551245,.5907474,1,77.218
404,0,44.975,59,.9529541,.8392857,0,194
3314,124.5,0,38,.9191489,.43361,0,81.103
7827,0,83,60,.8237918,.5503634,0,250.001
1842,46.9,0,25,.4557522,.4896313,1,94.893
735,83.975,202.975,40,.7550052,.6917293,0,71.25
8469,0,19.95,63,.7234568,.7792453,0,101.05
10521,39,0,47,1,.3326316,1,82.411
3875,0,1249.63,22,.8938861,.7704082,0,196.071
8571,0,14.975,51,.9592384,.395358,0,102.857
2484,14.975,0,32,.7954123,.1633045,0,36.886
980,0,64,59,.9941263,.8208641,0,250.001
8264,0,93,49,.9018265,.509106,0,168.542
9434,100,0,27,.9298962,.6805742,1,104.113
1420,0,79.95,28,.1988889,.2279412,0,56.378
5813,14.975,0,34,.6536267,.383547,0,89.632
5344,78,0,53,.9781022,.8122503,0,115.956
1936,0,43.975,42,.8380102,.167057,0,40.577
7098,0,24.975,51,.8503578,.7849057,0,133.107
10361,128,0,39,.010989,.2667375,0,93.142
855,0,14.975,25,.7260921,.2621849,0,61.377
4895,0,64,36,.8302215,.342729,0,74.898
3494,74.9,0,43,.5067385,.250996,0,67.535
1443,0,9.975,25,.9383634,.6550152,0,144.712
7802,0,64,49,.9141882,.2082043,0,66.522
1173,50.23,0,42,.8308401,.6082949,0,126.477
6989,0,167,41,.8426396,.2677006,0,59.123
8569,0,50,34,.8724138,.6404495,0,19.479
619,0,44,27,.8256049,.4994246,0,39.444
5632,0,54.95,30,.5829005,.3656716,0,71.648
6337,530.025,0,56,.9161954,.1029513,0,53.491
6667,89.85,0,39,.924338,.86875,0,140.382
4307,48.975,53.975,21,.9487419,.8278805,0,160.556
10542,34,0,40,.8009229,.6830357,0,85.346
5259,109.85,0,33,.8075362,.5201817,0,79.226
4333,0,44,39,.8419811,.6796116,0,68.782
10391,19.975,0,35,.7330163,.1433927,1,94.286
7359,24,81.60001,58,.8964029,.8116883,0,180
3379,14.975,0,40,.9018753,.6360225,0,108.269
6213,0,44,67,.9494845,.2523775,0,38.434
1401,29.925,0,22,.8642567,.7582798,1,107.308
8380,29,44,26,.7181868,.3861652,0,63.462
143,603,0,53,.9380531,.3482587,0,82.917
3202,0,9.975,49,.9325,.4846885,0,39.871
9859,28.975,0,54,1,.2872117,0,52.604
5726,64,0,44,.964539,.5887372,0,64
6795,0,14,30,.9421569,.2359862,0,83.913
3677,102,0,32,.8538252,.3371336,0,77.404
9486,19.95,0,28,.0979924,.1209603,0,41.786
521,421,1473.98,58,.9700487,.3109162,0,64.762
8073,0,88,41,.9114799,.7687688,0,102.734
843,18,0,48,.7232947,.4365782,0,93.25
2170,0,36.405,39,.8583062,.9151786,0,108.75
1162,106.975,49,42,.452034,.1615584,0,73.958
9742,0,14.975,26,.8929889,.4089834,0,51.944
2859,0,24.95,24,.8516926,.5576606,0,109.435
8105,270.825,0,57,.6037906,.3739021,0,53.631
7008,0,491,57,.8479263,.7854939,0,69.545
647,0,49,54,.9655814,.8645161,0,65.99
6502,44,0,59,.9644642,.3998733,0,90.978
1242,34,0,37,.9273638,.3223881,0,66.125
6628,39,0,25,.7670823,.5207342,0,51.083
1624,45.9,0,42,.970313,.5330718,0,108.833
4411,29,185,48,.8029231,.7304878,0,112.955
8829,1064.975,1540.975,63,.6354515,.521197,0,60.033
10363,0,58,42,.9682977,.6433566,0,95.33
9727,108,0,41,.7983239,.6670572,0,129.045
10487,0,58.95,41,.3217666,.902439,0,192.206
988,0,24,32,.8900408,.4825618,0,83.684
10302,0,66.455,49,.6291619,.8726752,1,250.001
7877,0,44.95,43,.9740608,.6295181,0,88.125
279,0,64,24,.9468439,.2523316,0,83.372
1141,209.2,2421.905,42,.8497984,.1350078,0,67.5
2324,0,34,29,.9316888,.8480769,0,111.635
6958,0,941.95,50,.8673253,.7920489,0,203.571
8768,19.95,0,52,.9130435,.3941606,1,107.115
8495,198,127.975,39,.8977854,.621881,0,42.444
3484,36.975,0,58,.9593853,.3020833,0,54.773
5806,24,0,40,.9564145,.8234751,0,132.946
6834,181.975,58,42,.810241,.6901082,0,138.032
303,588.975,455.9,39,.6922652,.5997035,0,39.124
1248,227.95,239,52,.8358039,.7171717,0,129.545
4082,0,14.975,46,.7208738,.8263473,0,250.001
9610,63,82.95,23,.6469194,.4877049,0,34.966
4459,88,0,40,.4990566,.3172348,0,16.25
3771,29.95,0,18,.7068138,.682479,0,78.51
10023,14.975,0,40,.9204276,.6127451,0,144.241
6278,192,64,42,.5949206,.682824,0,73.785
1744,937.725,0,40,.6761134,.168533,0,65.043
3233,0,43.975,43,.883841,.8856549,0,95.25
3498,200.975,0,50,.6801872,.1615769,0,37.281
1734,74.925,195.95,54,.9775466,.6508689,0,129.35
9496,29,0,66,.7083333,.5452675,0,80.391
1778,132.975,72.975,22,.8985708,.7747684,0,198.715
9011,0,16,45,.9002998,.8166127,1,224.167
1971,39.95,169,29,.3345428,.513402,0,70.625
3591,0,14.975,41,.7510675,.8013158,0,237.75
6878,0,39.925,46,.883004,.8374852,0,248.295
2757,0,28.975,23,.9050819,.4328767,0,83.764
5934,11.98,0,40,.8123894,.577189,0,104.139
10385,44,0,38,.4359091,.1020553,1,31.148
4568,0,85.95,52,.8858859,.5849057,0,73.795
8821,0,12,20,.8828394,.6334728,0,64.792
7013,0,128.95,40,.9470405,.5478827,0,82.75
8632,257.94,24.975,34,.8073684,.5761024,0,66.827
2286,19,0,26,.5163065,.7897633,0,136.5
7561,0,374.605,36,.4741952,.8843316,1,152.222
2578,69.925,0,43,.9417745,.8517241,0,166.406
6141,0,49.95,44,.7920753,.7062671,0,101.62
5367,0,29,48,.9660665,.6181263,0,131.15
8010,0,137,45,.9399329,.4586312,0,113.636
5361,253.9,0,21,.9696106,.7360249,0,178.333
5376,0,24.975,40,.7157502,.6623877,0,17.813
6248,0,83,52,.8718929,.8242009,0,143.977
1385,107,0,41,.9350427,.7272727,0,91.071
8909,58,317.975,34,.0967391,.2685185,0,46.5
3637,73,0,36,.6834303,.9197531,0,2.499
4508,312.68,0,46,.8899494,.6189069,0,70.295
4693,108.95,0,42,.6871997,.2084942,0,79.583
10241,77.775,475.885,33,.488189,.3174744,0,27.673
3996,0,34,42,.9572864,.3984849,0,45.192
58,293.95,74,49,.76072,.5241683,0,32.278
7631,0,19.975,45,.7110091,.6348684,0,118.088
4536,0,413.975,48,.8577215,.5283658,0,50.833
276,167.05,88.95,42,.8854912,.6130804,0,124.479
6153,0,24.975,40,.9740872,.5075885,0,140.774
7682,73,0,49,.9549042,.7140696,1,76.042
7940,0,44,53,.8765218,.2867816,0,42.358
2681,0,34.975,54,1,.4095477,0,71.776
10393,99.95,0,36,.9644406,.532294,0,83.438
4341,0,136,34,.9886364,.1918367,0,56.711
166,24.95,0,41,.3051225,.7797357,0,104.286
6771,36,0,56,.9353333,.4947808,1,86.622
6741,19,31.2,29,.5949206,.682824,0,73.785
7042,0,156,23,.8066132,.7471117,0,110.531
5002,1127.525,82,40,.8064126,.65588,0,60.526
9220,19,0,55,.9187908,.6937431,0,157.917
5679,0,33.975,33,.9762219,.8602151,0,97.019
3661,0,127,40,.8690996,.6103093,0,53.75
8783,126,0,63,.7797784,.327791,0,22.188
8227,34.975,20.975,51,.9339723,.5295975,0,97.341
3059,0,38.975,40,.7894737,.7459677,0,45.306
6973,34.975,0,51,.738933,.276699,0,50.444
7316,0,14,63,.758307,.6481208,0,146.761
9167,34.925,0,37,.9615257,.311753,0,66.125
9063,99,118,41,.9222912,.2468459,0,86.755
8169,0,12,48,.9550654,.1390805,0,52.054
5606,63,0,37,.6141079,.1932458,0,48.571
5733,39.95,0,48,.9358169,.4092593,0,14.42
2356,0,45.6,29,.6556495,.2294758,0,37.222
814,182.8,0,52,.9636363,.629682,0,151.875
219,138.975,0,55,.9408867,.3237339,0,74.196
9972,68,0,37,.7562001,.8408408,0,15.859
10005,24.975,0,43,.6588381,.329932,0,61.786
4463,140.95,0,50,.9965824,.7671674,0,247.5
3185,156,0,22,.7582356,.4921292,0,93.828
4451,0,83.95,40,.9513513,.5954301,0,102.042
2097,0,24,41,.8395061,.7130919,0,49.944
6697,0,49,88,.8343949,.52349,0,69.25
6107,0,117.975,52,1,.8253968,0,145.114
436,0,178.95,38,.7280084,.4116685,0,101.797
6035,88,107,47,.9755422,.7285608,0,210.227
5278,0,496,39,.8793394,.4004525,0,154.077
2303,88,0,69,.7147651,.3381593,1,69.5
8104,0,44.95,45,.9594007,.6312769,0,132.917
1758,0,44,24,.9222222,.6534335,1,176.25
3678,30,0,58,.9819587,.2927757,0,64.196
583,0,73,44,.6706383,.3411765,0,57.955
10108,69.95,0,40,.6987952,.6626506,0,70.64
1029,84,0,39,.7159443,.2829006,0,35.885
5043,83,0,43,.9872915,.5635776,0,79.572
2033,95,0,46,.9603174,.8823529,0,209.75
2539,0,53,40,.2970297,.3360434,0,31.891
3786,74.925,0,44,.9684685,.7210788,0,118.75
4934,39,0,34,.5118483,.5821229,1,101.364
3933,49,0,47,.714934,.6465116,0,162.652
7769,0,9.975,67,1,.5422484,0,103.462
3090,78,82.975,44,.8339332,.9622642,0,54.922
6172,205.975,0,30,.7785031,.5968809,0,79.978
4694,19.975,0,37,.5419948,.4562706,0,30.978
1592,65.4,34,23,.9404216,.5044872,0,139.274
10056,14.975,0,48,.6565657,.4327087,0,46.875
8611,102,0,40,.5383966,.2525597,0,11.591
342,0,107,28,.9161291,.7458194,0,76.493
3650,0,44,29,.8086775,.647613,0,126.25
4794,0,34,40,.685665,.283237,0,82.292
8253,0,131,47,.9669065,.7982456,0,196.979
2168,49,0,40,.6416084,.4987212,0,56.42
9116,0,19,24,.71949,.2724936,0,76.5
9812,79.9,0,40,.6778806,.2703322,0,65.446
5105,54,0,52,.9010764,.5153788,0,86.25
4289,277.875,0,23,.9577465,.492437,0,123.75
9532,24.975,0,57,.9703557,.2473545,0,53.594
4878,0,358.8,47,.8371589,.6823464,0,49.316
5031,0,200,33,.7964353,.6638176,0,123.5
4485,546.275,0,56,.3822598,.1759259,0,24.663
7612,0,49,44,.8425197,.8785626,0,87.383
7040,0,58,53,.9848485,.8899431,0,104.696
5836,58.95,0,21,.9714077,.3242059,0,62.778
8283,74.975,92,23,1,.4008715,0,78.996
4865,0,44,39,.8613963,.662963,0,136.463
461,240.35,59,37,.9106042,.257099,0,36.542
10318,0,4.975,30,.0528942,.3158621,0,51.589
6906,99.975,0,45,.8457539,.8180404,0,250.001
2135,172.85,224,48,.8638656,.6320988,0,216.607
8537,191,0,40,.9914432,.8017324,0,144.554
2527,415.6,433.925,51,.8938861,.7704082,0,196.071
8693,19,24,39,.9359286,.4370629,1,89.205
5949,0,14.975,48,.9688013,.7844712,0,126.463
8771,0,14.975,74,.8270893,.181713,0,63.828
3043,29,277.9,20,.9104326,.516129,0,104.324
2883,24,0,43,.8070922,.7134503,0,45.278
8761,78.35,0,20,.9853747,.8878049,0,193.25
4688,1114.625,0,51,.733175,.4931507,1,125.521
8707,0,4.975,59,.9036649,.5377446,0,98.558
4480,133.9,401,54,.8800304,.4905498,0,78.963
9790,0,4.975,19,.9108014,.6578171,0,162.86
4216,77.975,0,49,.9503937,.119469,0,36.836
